# this table lists all the cells recorded in CM. In order to be marked as
# healthy, a neuron needs to meet the following criteria:
# - spike height > 0 mV
# - resting potential < -60 mV
#
# the heat column is used to indicate whether the recording was done at room
# temperature (RT) or at an elevated temperature (H) that should be recorded
# in the ABF file. Sometimes these data were lost, in which case an override
# value can be supplied here
name cell class base.epoch healthy complex biocytin age heat drug isolate
20160614_2_1 4bca0e2c-9d1d-44ad-a39b-78f6c865be7e regular 2 1 0 0 36 H none female
20160614_2_2 b87e3434-c9b7-4583-86aa-69a65adba8dd trans 2 1 0 0 36 H none female
20160614_2_3 ef12aa82-3392-40cc-ac8c-03a21a42f3c5 regular 2 1 0 0 36 H none female
20160615_1_1 3b77cb00-cc21-42a6-ad14-6a75fb7f85fc regular 2 1 0 0 33 H none female
20160615_1_2 51b87a3d-c0d9-4daa-a343-a2b201bb0bb1 burst_regular 2 1 0 0 33 H none female
20160615_2_1 a4758b89-e066-4551-b825-ba373b59aac8 trans 2 1 0 0 33 H none female
20160615_2_2 f50ba508-a89e-496c-82cf-e31d8cc625b8 burst_regular 2 1 0 0 33 H none female
20160615_3_1 08aceadd-22d3-4a77-a694-b3c206f09875 regular 2 1 0 0 33 H none female
20160615_3_2 95ac1674-2ecb-45cd-a947-3d9440aca9a5 regular 2 1 0 0 33 H none female
20160627_1_1 aa5566e8-17e2-4efa-a7fa-b7e965f536cd trans 2 1 0 0 34 H syn colony
20160627_1_3 f0bac145-f904-4965-8f45-f6118ce4b1fe trans 2 1 0 0 34 H none colony
20160627_2_1 c1197be6-18ab-4431-a03b-aba8ae7856e0 regular 2 1 0 0 34 H none colony
20160628_1_4 194a9954-9585-4348-aae4-15468831bf96 regular 2 1 0 0 34 H none colony
20160630_1_1 1cf87e37-332a-45d4-a5c7-c1b9eae2c982 fast 2 1 0 0 36 H none colony
20160630_2_2 a44c6bdd-0b1a-45ea-9003-442502514645 trans 2 1 0 0 36 H none colony
20160726_1_1 7455a4d7-a87f-4aad-a1dc-d3a2290670c5 trans 2 1 0 0 35 H none colony
20160726_1_2 9d44796f-3530-42fd-a2ca-07904c384aa3 fast 2 1 0 0 35 H none colony
20160726_1_3 239d3f30-d846-4974-9cca-2c2bb9abcd32 onset 2 1 0 0 35 H adtx colony
20160726_2_1 09f5284e-8ea0-4d2a-b62c-62fc756ad0d4 onset 3 1 0 0 35 H adtx colony
20160726_2_2 54ecad0d-cef2-484e-bc5f-36069db592ff trans 2 1 0 0 35 H syn colony
20160727_1_1 b20f0ef1-f786-48bd-a654-a1181da13bf1 onset 2 1 0 0 35 H adtx colony
20160727_2_1 6c17f845-a5d4-454a-a142-3d257e264748 regular 2 1 0 0 35 H none colony
20160727_3_1 1d2d6f66-fce4-4d36-86b7-d4f91a900d2a trans 2 1 0 0 35 H adtx colony
20160728_1_1 1e15532e-a439-48a2-9057-39221c2d8d17 trans 2 1 0 0 35 H none colony
20160728_2_1 d619828e-df92-4805-8424-048d706256f2 trans 2 1 0 0 35 H syn colony
20160728_2_2 69d135e7-9a30-4bf2-845b-62a099fba8c8 trans 2 1 0 0 35 H none colony
20160728_2_3 6b4c6868-9d38-4c2a-b7b1-f88edb11571c trans 2 1 0 0 35 H adtx colony
20160728_4_1 146acefd-cfe5-4d3f-b8c2-b22dc07d1478 trans 2 1 0 0 35 H adtx colony
20160801_1_1 40ab1769-4749-4b73-ad97-8ebdd37af36a trans 2 1 0 0 38 H adtx colony
20160801_2_2 5e5304e0-c4ea-46b0-a416-972849895124 regular 2 1 0 0 38 H adtx colony
20160801_3_2 43572ca1-d6ca-4bfa-9b3a-4e58bd85aad3 onset 2 1 0 0 38 H syn colony
20160801_3_3 1f5bf85c-a6da-436e-a960-a5f5cb2224a8 trans 2 1 0 0 38 H adtx colony
20160802_1_1 2ef98fb2-7411-49de-a55b-5159a72dc230 regular 2 1 0 0 38 H none colony
20160802_1_2 edc37eef-1505-4cab-8e0e-4b7680b0d34d regular 2 1 0 0 38 H none colony
20160802_2_1 f5d99a5f-26ed-485c-8b28-87d37e1ba708 trans 2 1 0 0 38 H none colony
20160802_3_1 ac9b733e-c4a4-48c1-9a63-e3b6121753f8 regular 2 1 0 0 38 H none colony
20160802_3_2 2801e746-4d96-4fa0-95a4-6be20a6dec02 regular 2 1 0 0  38 H none colony
20160802_3_3 09b11791-2675-49b1-a67f-0484f827bf15 trans 2 1 0 0 38 H adtx colony
20160808_1_2 cffc6611-b9f1-4aa2-86e2-349937f6b6e6 trans 12 1 0 0 179 H none colony
20160808_1_3 552d0660-04a4-4c9b-b021-856277e1680d fast 2 1 0 0 179 H none colony
20160808_1_4 da422fde-cad4-45ae-8ff6-e213b3d16c53 regular 2 1 0 0 179 H none colony
20160808_2_1 b58deabd-424c-4c81-a3c0-ca8fb3807d6b trans 2 1 0 0 179 H none colony
20160808_2_2 d6320ecc-ae38-44ed-9a2b-59082c2fa3a3 trans 2 1 0 0 179 H none colony
20160808_3_1 2059b00a-997e-4111-8346-51b558efa232 trans 2 1 0 0 179 H none colony
20160808_4_1 612a59c3-f9f8-4e31-92da-2381fdd4b5bd regular 2 1 0 0 179 H none colony
20160809_1_1 94a8438a-fac0-4b0b-a16c-e4f24d1716f1 trans 2 1 0 0 226 H none colony
20160809_1_2 e8e81037-e97a-445a-978c-dbaf4b62cf6b trans 2 1 0 0 226 H none colony
20160810_1_1 8df98705-9752-4a3b-8687-2abb29fa905b trans 2 1 0 0 153 H none colony
20160810_1_3 7468c7cc-c70b-4d02-8790-3e16d8cbb342 regular 2 0 0 0 153 H none colony
20160818_1_1 ce5d4c6c-c4ca-4341-9c0d-28b3af229679 trans 2 0 0 0 156 H none colony
20160818_1_3 a4b946a6-7d20-4254-8c34-1abade8f12e7 onset 2 1 0 0 156 H none colony
20160819_1_1 3d8f1e45-8032-41d8-8f7b-7bc4dcdbd215 regular 2 1 0 0 152 H none colony
20160819_1_2 5397d1d6-75fa-49d0-96da-e3395fc5c337 regular 3 1 0 0 152 H none colony
20160819_2_1 f495928e-3a28-4e93-add5-d1bedb60ef0e trans 2 0 0 0 152 H none colony
20160819_4_1 0e327faa-977c-4329-98db-702cd0e4c056 trans 2 1 0 0 152 H none colony
20160823_1_1 5bfc478d-9314-4ed6-b51f-05c7caaa7d54 regular 2 1 1 0 37 H none female
20160823_1_2 2d7fc5c2-ae83-417f-aa5d-de28b400db4f regular 3 1 1 0 37 H none female
20160823_1_3 df2952e8-5570-4b73-aabb-332fd9ab4490 trans 4 1 1 0 37 H none female
20160823_1_5 b86351d1-be28-4ff7-b777-ce0b717e4c8b trans 2 1 1 0 37 H none female
20160823_2_1 ebdc83e3-e836-4a3f-af5f-a2ec2decbcd7 regular 2 1 1 0 37 H none female
20160823_3_1 d405a15f-743e-40df-a081-5219054122eb onset 2 0 0 0 37 H none female
20160824_1_1 9c248e01-3927-4489-8d12-5bcc18ecfc0f trans 2 1 0 0 106 H none female
20160824_1_2 a9469ae5-ce93-4dc3-87af-823c466f85ad trans 2 1 0 0 106 H none female
20160824_2_1 1a49a1a7-0766-40f5-ae7b-d8aee7e476c0 fast 2 1 0 0 106 H none female
20160824_3_1 0ad20492-f672-4f99-8f35-c1c91a969a2c regular 2 1 1 0 106 H none female
20160824_3_3 b90970ab-31d6-4496-b829-f38ca11debb3 trans 2 1 0 0 106 H none female
20160825_2_1 b2ec965e-6a9c-44d8-a5c1-fd41c4f26b41 fast 2 1 0 0 106 H none female
20160825_3_2 ce7d828f-cc99-40fe-b8eb-5ad8aee4f536 trans 4 1 1 0 106 H none female
20160825_4_1 425f8df0-46ac-44dd-b83c-b1f900360772 fast 2 1 0 0 106 H none female
20160830_1_2 293500c7-72ca-46c3-88a8-12d4d3d6b2b8 trans 2 1 1 0 118 H none colony
20160830_2_1 cb92e925-cf22-4964-8f58-4c975199b83c regular 2 1 1 0 118 H none colony
20160831_1_2 565d9f44-b37a-4a04-b7b0-1219c70ab6c4 trans 8 0 0 0 250 H none colony
20160831_1_3 3dea8927-3d34-4bca-969a-3623a86abc42 trans 2 1 0 0 250 H none colony
20160831_2_1 bad18f8f-ccca-4471-82d9-619b490f7aca trans 2 1 0 0 250 H none colony
20160831_2_2 43aff73a-5255-44ba-a24d-969b8dad0d78 trans 2 1 0 0 250 H none colony
20160831_2_3 e9d8bec1-636c-4968-8681-746cd44917ac onset 2 0 0 0 250 H none colony
20160901_2_1 4f7d7037-e461-4bee-a3e8-1fcb701458a0 onset 3 1 0 0 168 H none colony
20160901_2_3 79c0cd32-6c1f-4489-aa8b-63f6817af025 trans 2 0 0 0 168 H none colony
20160916_1_1 ca8772a4-d357-4cad-a139-2815e3d4fdff irregular 2 1 0 0 39 H none female
20160916_1_2 c3e0bfe5-1859-4fa7-8270-4dfac69df728 onset 2 1 1 0 39 H none female
20160916_1_3 e1a46a1a-c342-4fcd-bdf5-c5a9972b61f0 trans 2 1 1 0 39 H none female
20160916_2_1 3f417203-a3df-4f1d-9618-93bb3d2f524a regular 2 1 1 0 39 H none female
20160916_2_2 7b94968d-ce39-4840-8f11-688e6a67fed3 regular 2 1 0 0 39 H none female
20160916_2_3 1d77083a-e29e-4113-a629-783a5fdb42c4 regular 2 1 1 0 39 H none female
20160928_1_2 2542cc1a-2b3a-42f1-a935-a9386cd626a0 none 1 1 0 0 32 H vclamp colony
20160928_2_1 98326385-8eb2-463b-bde7-7af6b43541e3 trans 3 1 0 0 32 H vclamp colony
20160928_3_1 b879a880-21c4-47bb-ae63-d9079790bf26 regular 2 1 0 0 32 H vclamp colony
20160930_1_1 f6ca9294-2394-4563-bd37-8f0830868583 trans 2 1 0 0 34 H vclamp colony
20160930_2_1 edd0ccae-c34c-48cb-b515-a5e6f9ed91bc regular 2 1 0 0 34 H vclamp colony
20160930_4_1 0cf547a0-3071-4024-bc60-975bab204679 regular 2 1 0 0 34 H vclamp colony
20161003_1_1 17bbd335-1377-4356-b41d-1db9f8590941 regular 2 1 0 0 19 H none female
20161003_1_2 c2f98816-5087-40fe-949c-d91b9f9b8e1f regular 2 1 1 0 19 H none female
20161003_1_3 aba6f1ef-841e-4021-beaf-015386eacf90 regular 2 1 0 0 19 H none female
20161003_2_1 32df6422-d665-4100-8337-558a1305b246 regular 2 1 1 0 19 H none female
20161003_2_2 33b0f2d4-118f-42ef-91c4-3eefd7096a34 fast 2 1 1 0 19 H none female
20161003_2_3 13536534-c55d-450c-84aa-1f7612b4b33c regular 2 1 1 0 19 H none female
20161006_1_2 144d6f60-b763-4ed8-b34d-654c4063c4d7 trans 2 1 0 0 38 H vclamp colony
20161006_2_1 4df0e6b5-6c18-47d9-a7d3-9ef45b729189 regular 2 1 0 0 38 H vclamp colony
20161007_1_1 fbba7f45-258d-4df4-95cd-7f1ff751deba regular 2 1 1 0 37 H none colony
20161007_1_2 9733afc7-56fc-4917-b3e7-d6f5cb9c025d trans 2 1 0 0 37 H vclamp colony
20161007_2_1 179872c2-7b35-43e3-8c95-a207ee45e69b regular 2 1 0 0 37 H vclamp colony
20161013_1_1 f4da6abf-80ee-49d3-ad4b-a393a80a7748 regular 2 0 0 0 39 H vclamp colony
20161013_2_1 c5a77156-96bf-40b8-a04d-a18da6437337 regular 2 1 0 0 39 H vclamp colony
20161013_3_1 78db05e4-1512-4dd8-b0f3-3a3c5cbb3407 trans 2 1 0 0 39 H none colony
20161013_3_2 0211e740-aa20-43fa-81c4-cecb303c2942 regular 2 1 0 0 39 H vclamp colony
20161014_1_1 6d0c12a5-35aa-4304-b63c-f8c0b8f3fbe4 trans 2 1 0 0 39 H vclamp colony
20161014_2_1 54b5b5e3-7ee4-4c15-baee-724cb52a2cfb trans 2 1 0 0 39 H vclamp colony
20161019_1_1 87099c24-e267-49fb-b168-e9fd07686a02 regular 2 1 0 0 42 H vclamp colony
20161019_2_1 348dddc6-d485-4848-8d94-6486e253945e regular 2 1 0 0 42 H vclamp colony
20161020_1_1 f66e154c-6be9-43f0-968b-10c57317e70a regular 2 1 1 0 21 H none colony
20161020_1_2 f71cea20-34b7-4065-a7a1-3fd2ab9423d4 regular 2 1 1 0 21 H none colony
20161020_2_1 2b7f1200-1cba-4228-b9bd-a6dff35b0227 regular 2 1 1 0 21 H none colony
20161020_3_1 8fe9bcaa-4afc-48ee-abbb-8d181c17f5d2 trans 2 1 1 0 21 H none colony
20161020_3_2 00cbfdd0-ad62-4747-bae3-47185914764d regular 2 1 1 0 21 H none colony
20161021_1_1 800a7495-a72c-4148-9b5b-e032c41f9035 regular 2 1 1 0 20 H none colony
20161021_1_2 6e6fb109-4e4b-4f38-ba5a-caa1e00c0f6e regular 3 1 1 0 20 H none colony
20161021_2_1 22ae1a93-0271-491e-a06d-9d3009718725 regular 2 1 1 0 20 H none colony
20161021_2_2 cff40c34-4a46-4066-aa04-112ffdf69909 regular 2 1 1 0 20 H none colony
20161021_2_3 2f8bf196-060e-4437-85ad-99a529c67ef5 regular 2 1 1 0 20 H none colony
20161024_1_1 8f57d900-c5bb-4daf-97e8-5df79be334b4 regular 2 1 0 0 20 H none colony
20161024_2_2 2ec2d1eb-a77c-4cb6-8faf-cd018c67d6d1 regular 2 1 0 0 20 H none colony
20161024_3_1 ab563581-954e-4e6c-b089-479f0340800b regular 2 1 1 0 20 H none colony
20161118_1_2 890e85ff-48c1-42f3-80d1-6e42aca23145 fast 2 1 1 0 75 H none expose
20161118_2_3 1bfb5f33-28ae-45e9-a02c-353fa760afa1 regular 4 1 0 0 75 H none expose
20161119_1_1 dbc0429c-1b27-4a74-b55c-88763878e0d9 regular 2 1 0 0 75 H none expose
20161119_1_2 4a9a03e2-77fe-450f-9700-d34003abb347 trans 2 1 1 0 75 H none expose
20161119_1_3 078cd0dc-19e5-48d9-b296-3f4db66fbbf0 regular 2 1 1 0 75 H none expose
20161119_2_1 2cf6c10c-7614-4355-bfdd-ba78c0296f6b trans 2 1 1 0 75 H none expose
20161121_1_1 61a1e8da-1187-4d89-9b44-29ea230a9e96 trans 2 1 0 0 77 H none expose
20161121_1_2 64ee8fa6-6cca-4a95-90da-2fee15d88f35 onset 2 1 0 0 77 H none expose
20161121_1_3 0d8ec312-9a81-4d3e-8453-1841eb32cf76 fast 3 1 0 0 77 H none expose
20161121_3_1 e3e6a82e-8d8c-46cc-a79c-1e565f394ee2 trans 2 1 0 0 77 H none expose
20161122_1_1 72c3582a-4c99-4bd5-8ae0-e7cf4fed53b5 trans 2 1 0 0 78 H none expose
20161122_2_1 47507f4a-3617-47d1-a887-32f7714d7edc trans 2 1 1 0 78 H none expose
20161122_2_2 9923fc7f-dc7d-4839-973c-bc183746080b trans 2 1 0 0 78 H none expose
20161122_2_3 17a9dc8c-d2de-401a-9e83-4451789a306f trans 2 1 1 0 78 H none expose
20161123_1_1 83247727-9095-42e2-96ee-76fe2479c92b trans 2 1 0 0 76 H none expose
20161123_1_2 e2ce0b98-2c8e-4a52-9cca-72c55c1d068b regular 2 1 1 0 76 H none expose
20161123_1_3 a177397d-22db-4118-a248-d51b4702573f onset 2 1 1 0 76 H none expose
20170105_1_2 2c3aa728-5ee2-49d8-8825-7d1169b67dd5 regular 2 1 1 0 36 H none pair
20170105_2_1 bdc503a7-43d9-43c3-a233-cbd4b934e6a2 regular 2 1 1 0 36 H none pair
20170105_2_2 cadfd4cf-acde-453b-9eb4-6f6c28e10439 regular 2 1 1 0 36 H none pair
20170105_2_3 e387573a-5e97-4bfc-b078-912e9b0dca7f trans 2 1 1 0 36 H none pair
20170105_3_1 4c5214c8-3823-4306-827f-b3abb43ec621 regular 2 1 1 0 36 H none pair
20170105_4_1 6bf0b24a-3284-4a5e-b5fa-eccda8d16178 regular 2 1 1 0 36 H none pair
20170106_1_1 2f77580c-01d8-4a2a-9d5d-52dc2e19589c regular 2 1 0 0 36 H none pair
20170106_1_2 e209f557-cbe8-49bc-a586-14c7e9d4d88f regular 2 1 1 0 36 H none pair
20170106_1_3 f7be8d05-f5c3-4fca-98ff-371a324a99fa fast 2 1 1 0 36 H none pair
20170106_2_1 dbfe6fec-8665-4a53-83dc-56449745998b regular 2 1 1 0 36 H none pair
20170109_1_1 c29e4e37-1f82-4944-ac0d-31c71fbc594b regular 2 1 1 0 39 H none pair
20170109_1_2 38e5815d-310c-4d45-9657-bc2d07879961 regular 3 1 1 0 39 H none pair
20170109_1_3 34d7ae63-396e-4bc9-9738-3250e3ffbd54 regular 3 1 1 0 39 H none pair
20170109_1_4 f00a58e2-246e-4a9a-b2a7-9f1ab481b981 regular 3 1 0 0 39 H none pair
20170109_2_1 227b8711-42de-45b9-b4a9-b86fd8f1c118 regular 2 1 0 0 39 H none pair
20170109_2_2 447b4a53-e7f0-4dbc-af21-966e245788da regular 2 1 0 0 39 H none pair
20170109_2_3 cd6cb33a-e552-4b56-b5de-a6f3d5d29859 regular 2 1 1 0 39 H none pair
20170109_3_1 eeb7e1c8-4e08-46ea-8cff-5c4367986587 regular 2 1 0 0 39 H none pair
20170110_1_1 fe0359c2-80ea-4882-afe9-b252057ffbdc regular 2 1 1 0 39 H none pair
20170110_1_2 4936c78f-b958-4f4b-b641-bcad761f253c regular 2 1 1 0 39 H none pair
20170110_1_3 8b94eb79-45b7-4994-8893-835d0e4f66ac regular 2 1 0 0 39 H none pair
20170111_1_1 5470c6da-5a25-493a-a3a4-dce4400848a1 fast 2 1 1 0 40 H none pair
20170111_1_2 0fa18faf-ec6b-413e-8253-8ae31cbf477b onset 2 1 0 0 40 H none pair
20170111_1_3 a6800b57-e1a0-45f5-982e-0279b85f2370 trans 2 1 1 0 40 H none pair
20170111_2_1 adcd6f1a-95cb-4ced-b834-3eb777271fae trans 2 1 1 0 40 H none pair
20170111_2_2 df3075ea-2800-4179-b105-1aea84bf524c fast 2 1 1 0 40 H none pair
20170111_2_3 825784be-5b7c-452f-bae4-1a8d994e4fb8 regular 2 1 1 0 40 H none pair
20170123_1_1 5f81c8ae-9d01-4d81-89e8-e3cac023b593 regular 2 1 1 0 35 H none broadcast
20170123_2_3 248f1807-6fe9-488f-a81d-0eee82c9c5d1 onset 2 1 1 0 35 H none broadcast
20170123_2_4 5950a298-0845-4089-91de-1e79bdfb03c3 regular 4 1 1 0 35 H none broadcast
20170123_2_5 12a42f88-137c-499e-9471-a594857a8310 regular 2 1 0 0 35 H none broadcast
20170123_2_6 9ce46b35-1013-4405-a911-8408c8827688 regular 2 1 1 0 35 H none broadcast
20170123_3_1 a5b73601-9af5-4aa9-a634-467f05d0eadc trans 2 1 1 0 35 H none broadcast
20170123_3_2 1bcf26a2-0ff1-468f-970c-489ce9b9a9f6 regular 2 1 1 0 35 H none broadcast
20170123_3_3 420627ce-8af1-4349-990d-0ac3c668aa91 regular 2 1 1 0 35 H none broadcast
20170123_4_1 efd1a8b9-1259-4586-88e5-31bfd743268c regular 2 1 1 0 35 H none broadcast
20170125_1_1 bc8f1c52-dffc-450b-9360-1011b1cb94a3 onset 2 1 1 0 36 H none broadcast
20170125_2_1 6308cf31-9f2e-4e09-b601-c722892ce8f8 trans 2 1 1 0 36 H none broadcast
20170125_3_1 be0e7646-7c9d-4f9c-99bf-39602bda97b0 regular 2 1 1 0 36 H none broadcast
20170125_3_2 9171b941-ff7b-445d-8ed0-2dfd2c7f8455 regular 2 1 1 0 36 H none broadcast
20170125_3_3 7b8d1e0a-218e-4557-813f-a2f9b91c578c regular 2 1 1 0 36 H none broadcast
20170126_1_1 0aa1b493-e145-48e0-af28-1a9b72d36ab7 trans 2 1 1 0 37 H none broadcast
20170126_2_1 f78721da-baf2-416a-ac8d-c0e249c5ad6a trans 3 1 0 0 37 H none broadcast
20170126_2_2 ec6aa320-e499-4a3e-b11e-a872aa82d23a trans 2 1 1 0 37 H none broadcast
20170126_2_3 28ebfbd1-cf0c-40bc-a819-7b93b0f75bb9 trans 2 1 1 0 37 H none broadcast
20170126_2_4 7b3eb9de-ffd2-46a2-a02e-e46650a9d79d regular 2 1 1 0 37 H none broadcast
20170131_1_1 3096c80f-89e0-4f61-a134-4b88c45840e2 regular 2 1 1 0 41 H none broadcast
20170131_1_2 58a8f36b-b709-472e-825e-014805bdcd3f regular 2 1 1 0 41 H none broadcast
20170131_1_3 84eb8025-5d77-46ff-9c8f-3590f228fb88 regular 2 1 1 0 41 H none broadcast
20170131_2_2 cf6cdaa6-3160-4994-bfe4-e80b41de40da trans 2 1 1 0 41 H none broadcast
20170131_2_3 afe73a95-7484-47d2-b203-258216c44ed8 trans 2 1 1 0 41 H none broadcast
20170202_1_1 6921299f-1dfb-4993-8776-cfd9e7a602b0 trans 3 1 0 0 39 H vclamp colony
20170202_2_1 dc284b91-61d4-4176-8783-c681b5119084 onset 2 0 0 0 39 H none colony
20170203_1_1 a1306e33-1b8f-4fe9-92e3-735058d5345a regular 3 1 0 0 40 H vclamp colony
20170203_1_2 1b6dc921-b167-478b-bf0c-04d20168f156 onset 2 1 0 0 40 H vclamp colony
20170203_2_1 8361e34d-5389-4eb3-acf5-1c2228cd8834 regular 2 1 0 0 40 H vclamp colony
20170206_1_1 f95ac3fa-4e15-4de2-8875-8d355175ad42 fast 3 1 1 0 40 H none colony
20170206_1_2 aa0c0f40-c54a-40b9-9663-d1aee89cd59a onset 2 1 0 0 40 H vclamp colony
20170206_2_1 795f4929-4e4e-4802-b794-20525a5a534c trans 2 1 0 0 40 H vclamp colony
20170206_3_1 77599346-6da2-4de3-b87d-58bc31a1b89e regular 2 1 0 0 40 H none colony
20170206_3_2 dcddb1fc-0d4b-417c-86a4-6ac1886e3239 regular 2 1 0 0 40 H none colony
20170206_3_3 4f0e245d-b465-4d4f-b242-161e52a051c3 regular 2 1 0 0 40 H none colony
20170206_3_4 a8426c0a-4a1d-4fba-9d0a-ab88df5a8ecc fast 2 1 0 0 40 H vclamp colony
20170209_1_1 b3c6aae5-27d4-4628-957a-be18f757ef64 regular 2 1 0 0 39 H none colony
20170209_1_2 936f62a3-87f5-42ba-a51e-545ee9a44eb3 regular 2 1 0 0 39 H none colony
20170209_2_1 931f9049-9510-4668-96c1-834b64a47028 trans 2 1 0 0 39 H vclamp colony
20170210_2_1 5a8e3b78-d0f0-4ebd-84cc-16427bcafcda regular 2 1 0 0 38 H none colony
20170210_2_2 019e263a-671f-40f8-91b8-9fcd81491f7b trans 2 1 0 0 38 H vclamp colony
20170210_3_1 ccd53d06-d1db-402c-8de3-2223e39493df trans 2 1 0 0 38 H vclamp colony
20170214_1_1 2d1f2fe2-bf7a-4b36-9c27-3d1149a1407b trans 2 1 0 0 40 H vclamp colony
20170214_2_1 5ec53016-dd83-41b0-809c-dc477fc947be regular 2 1 0 0 40 H none colony
20170214_2_2 5b97b8ad-3bc5-4874-98a6-ede9dded5f51 burst_regular 2 1 1 0 40 H none colony
20170214_3_1 14faf3f7-3025-4031-8824-04ddc6f90088 onset 2 1 0 0 40 H none colony
20170215_1_1 6a829426-a778-46c7-8c51-d21ae558c248 regular 2 1 0 0 112 H none female
20170215_2_1 a063642d-67ec-4b6a-90bb-ae202c4359a8 fast 2 1 0 0 112 H vclamp female
20170215_3_1 c458d89b-d895-4b3c-8f85-60c440d2d75c trans 2 1 0 0 112 H vclamp female
20170215_4_1 514189de-78be-4e85-840d-f3171ccd5267 onset 2 1 0 0 112 H none female
20170215_4_2 65f6f556-7328-465b-8737-7c1500a59b09 trans 2 1 0 0 112 H none female
20170216_1_1 4276ed08-8c52-481b-9cc6-1ebf5422b2e5 onset 2 1 1 0 113 H vclamp female
20170220_1_1 46a60d20-7d56-4322-9bb6-05dbb50d6fa7 trans 2 1 1 0 54 H none colony
20170220_1_2 96d3fb36-424b-4e57-b371-15f091587159 fast 2 1 1 0 54 H none colony
20170220_1_3 5e56b59e-2e02-4835-be43-faa2314d6adf trans 2 1 1 0 54 H none colony
20170220_2_1 eedb9bab-36d6-4641-aab5-8a533de02efb trans 2 1 1 0 54 H none colony
20170220_2_2 7a7e3c49-edcf-49a6-83fc-96861801188c onset 2 1 0 0 54 H none colony
20170220_3_2 25e76f01-e7c2-4912-b0a7-38d37b283063 trans 2 1 1 0 54 H none colony
20170222_1_1 ff0cf0d4-1632-4df1-a83c-e09c7bfde90c trans 2 1 1 0 54 H none colony
20170222_1_2 dba72900-4822-4bcf-b7f0-801dfad92455 regular 2 1 1 0 54 H none colony
20170223_1_1 97a74e9d-8698-4f03-9913-8609cb7b6947 onset 2 1 0 0 51 H vclamp colony
20170223_2_1 e196ec53-5d88-46ac-aaf1-1144cc0fe6d0 regular 2 1 1 0 51 H vclamp colony
20170224_1_1 fbbcf1c3-4593-4a0e-b064-658b3c6518e6 regular 2 1 1 0 57 RT vclamp colony
20170224_2_1 dcde7682-bae7-4c7a-9e74-8551b69081ad trans 2 1 0 0 57 H vclamp colony
20170224_2_2 dfa3ff28-3489-4534-8dea-1db4241a4fed trans 3 1 1 0 57 H vclamp colony
20170224_4_1 e0f09d43-a119-46e2-a8a6-102c2ea7d5a7 trans 2 1 1 0 57 H vclamp colony
20170310_1_1 572360c8-2991-4219-b662-6f7bed5b4be5 onset 2 1 1 0 40 H none broadcast
20170310_2_1 9679e54a-c336-4b63-a633-006057da0b80 trans 2 1 1 0 40 H vclamp broadcast
20170310_3_1 3a406745-298b-4655-ad93-136485bd19e1 regular 2 1 0 0 40 H none broadcast
20170310_3_2 42185ddb-5299-4cce-97f9-e969a25060b0 onset 2 1 1 0 40 H none broadcast
20170314_1_2 13d32757-c92c-4347-b855-a9efaf45553e regular 2 1 1 0 40 H vclamp pair
20170314_2_1 abe85b6a-1d3b-461b-b107-46dac5241aef onset 2 1 0 0 40 H none pair
20170314_3_1 6043dcf6-6181-4aa6-9fda-c798572c8cc8 trans 2 1 0 0 40 H none pair
20170316_1_1 5be93882-7297-4a99-9684-a3445cc258bb trans 2 1 0 0 38 H none colony
20170316_2_1 56b8dfd1-0202-4440-8a6f-1d31d17a0d92 onset 2 1 1 0 38 H none colony
20170316_3_1 7c3eb5e0-b28f-4621-93bd-e9e8dfffe43b onset 2 1 0 0 38 H vclamp colony
20170316_4_2 0d53c4b1-d9c2-40a0-a58a-5333e60a45ae onset 2 1 0 0 38 H none colony
20170317_1_1 bbeaf10d-8d62-4a5b-84fe-510329751d97 regular 3 1 1 0 38 H none colony
20170317_2_1 f06b4ea1-cbc1-43cd-ae67-c4271d2267bb trans 2 1 1 0 38 H none colony
20170317_3_1 7cf61928-cbbf-4cab-955a-a0b0a440ba59 regular 2 1 1 0 38 H none colony
20170317_4_1 8379de15-0781-4683-aa9a-7204a2db1196 trans 2 1 1 0 38 H vclamp colony
20170321_1_1 8fc6d584-75c0-419c-9286-52b53b88ac83 trans 2 1 1 0 49 H vclamp broadcast
20170322_1_2 5cca3b81-9f54-4ca1-92a6-bec4ae7e563c trans 2 1 0 0 43 H vclamp colony
20170324_1_1 ca990fe3-99d9-4e18-8e82-9da6e7e2753e trans 2 1 0 0 43 H vclamp colony
20170324_2_1 987db59d-f1ed-4853-a20b-83a21b82f6c3 trans 2 1 0 0 43 H none colony
20170330_1_1 1683458f-5822-41c6-8f19-8fb9f5aa11d9 onset 2 1 0 0 38 H none colony
20170330_1_2 3aa715cd-8f7c-4232-871d-5c548f51d940 trans 2 1 0 0 38 H none colony
20170330_2_2 6a20d01d-e33f-4095-8434-77dc0b3d438a regular 2 1 0 0 38 H none colony
20170331_1_1 82b961df-4e4c-4bc9-9dbf-ce1e34bd631b burst_regular 2 1 0 0 37 H none colony
20170331_2_1 ef830a0c-9b79-4f26-9209-534b6c877e2c regular 2 1 0 0 37 H none colony
20170413_1_1 fa9847aa-4577-4138-8213-46a5978a1622 onset 2 1 0 0 48 H none colony
20170414_1_1 2cf8657b-5bc9-43c7-abfb-a7b578820a6f trans 2 1 0 0 181 H none colony
20170419_1_1 0e9a621b-9892-4c01-a7ad-78ba7bb207cf regular 2 1 0 0 34 H none colony
